Date,Size,Type,Mode,UID,GID,Meta,File Name
Mon May 14 2018 11:02:39,0,.a.b,-/drwx------,10017,10017,67140,"/$OrphanFiles/OrphanFile-67140 (deleted)"
Mon May 14 2018 11:02:39,0,ma.b,-/rrw-------,10017,10017,67142,"/$OrphanFiles/OrphanFile-67142 (deleted)"
Mon May 14 2018 11:02:41,0,.a.b,d/drwx------,10017,10017,65737,"/data/com.amazon.dee.app/app_901ad8be11e4424f875dc792db51f34d515d6767-01b7-49e5-8273-c8d11b0f331d/events/snet_sb_blacklist_12 (deleted)"
Mon May 14 2018 11:02:41,0,ma.b,-/rrw-------,10017,10017,67139,"/$OrphanFiles/OrphanFile-67139 (deleted)"
Mon May 14 2018 11:02:41,0,.a.b,r/rrw-rw----,10196,10196,785002,"/app/com.sec.svoice.lang.en_US-1/oat/b0000000800500041 (deleted)"
Mon May 14 2018 11:02:45,0,.a.b,-/rrw-------,1000,1000,326527,"/$OrphanFiles/OrphanFile-326527 (deleted)"
Mon May 14 2018 11:02:45,0,.a.b,-/rrw-------,1000,1000,326528,"/$OrphanFiles/OrphanFile-326528 (deleted)"
Mon May 14 2018 11:02:45,0,.a.b,-/rrw-------,1000,1000,326531,"/$OrphanFiles/OrphanFile-326531 (deleted)"
Mon May 14 2018 11:02:52,0,.a.b,-/rrw-------,1000,1000,326523,"/$OrphanFiles/OrphanFile-326523 (deleted)"
Mon May 14 2018 11:02:55,0,.a.b,-/rrw-------,1000,1000,326536,"/$OrphanFiles/OrphanFile-326536 (deleted)"
Mon May 14 2018 11:02:56,0,.a.b,-/rrw-------,1000,1000,326553,"/$OrphanFiles/OrphanFile-326553 (deleted)"
Mon May 14 2018 11:02:56,0,.a.b,-/rrw-rw----,10008,10008,523621,"/$OrphanFiles/OrphanFile-523621 (deleted)"
Mon May 14 2018 11:03:01,0,.a.b,-/rrw-------,1000,1000,326472,"/$OrphanFiles/OrphanFile-326472 (deleted)"
Mon May 14 2018 11:03:05,0,.a.b,-/rrw-------,1000,1000,326566,"/$OrphanFiles/OrphanFile-326566 (deleted)"
Mon May 14 2018 11:03:05,0,m.c.,-/rrw-------,1000,1000,327501,"/$OrphanFiles/OrphanFile-327501 (deleted)"
Mon May 14 2018 11:03:07,0,.a.b,-/rrw-------,1000,1000,326572,"/$OrphanFiles/OrphanFile-326572 (deleted)"
Mon May 14 2018 11:03:08,0,.a.b,-/rrw-------,1000,1000,326573,"/$OrphanFiles/OrphanFile-326573 (deleted)"
Mon May 14 2018 11:03:11,0,.a.b,r/rrw-rw----,10204,10204,654584,"/data/com.samsung.android.voicewakeup/cache/com.crashlytics.sdk.android:answers:settings.xml (deleted)"
Mon May 14 2018 11:03:11,0,.a.b,-/rrw-rw----,10111,10111,654586,"/$OrphanFiles/OrphanFile-654586 (deleted)"
Mon May 14 2018 11:03:11,0,.a..,-/rrw-r--r--,1000,39999,655304,"/$OrphanFiles/OrphanFile-655304 (deleted)"
Mon May 14 2018 11:03:11,0,.a..,r/rrw-r--r--,1000,39999,655315,"/data/com.google.android.googlequicksearchbox/cache/g3_grammars/en-US/hands_free_commands/ba329af3279dcd39b7d6a3c4b0659c6f.0 (deleted)"
Mon May 14 2018 11:03:11,0,.a..,r/rrw-r--r--,1000,39999,655315,"/data/com.samsung.android.app.withtv/cache/eventlog.store-1861569691.log (deleted)"
Mon May 14 2018 11:03:14,0,.a.b,-/rrw-------,1000,1000,326456,"/$OrphanFiles/OrphanFile-326456 (deleted)"
Mon May 14 2018 11:03:15,0,.a.b,-/rrw-------,1000,1000,326577,"/$OrphanFiles/OrphanFile-326577 (deleted)"
Mon May 14 2018 11:03:16,0,.a.b,r/rrw-rw----,10017,10017,589835,"/data/com.microsoft.skydrive/files/.Fabric/io.fabric.sdk.android:fabric/instantapps.UserPrefsUpdater.xml (deleted)"
Mon May 14 2018 11:03:16,0,.a.b,-/rrw-rw----,10207,10207,785198,"/$OrphanFiles/OrphanFile-785198 (deleted)"
Mon May 14 2018 11:03:16,0,.a.b,-/rrw-rw----,10207,10207,786569,"/$OrphanFiles/OrphanFile-786569 (deleted)"
Mon May 14 2018 11:03:17,0,.a.b,-/rrw-rw----,10198,10198,67839,"/$OrphanFiles/OrphanFile-67839 (deleted)"
Mon May 14 2018 11:03:18,0,.a.b,-/rrw-------,1000,1000,326567,"/$OrphanFiles/OrphanFile-326567 (deleted)"
Mon May 14 2018 11:03:18,0,.a.b,-/rrw-------,10017,10017,590516,"/$OrphanFiles/OrphanFile-590516 (deleted)"
Mon May 14 2018 11:03:18,0,ma.b,r/rrw-------,10017,10017,590520,"/data/com.sec.android.app.samsungapps/code_cache/f9LOjV3Lr9a6tRucUwGfw-ZG1w4 (deleted)"
Mon May 14 2018 11:03:18,0,ma.b,-/rrw-------,10017,10017,590526,"/$OrphanFiles/OrphanFile-590526 (deleted)"
Mon May 14 2018 11:03:18,0,.a.b,-/rrw-------,10017,10017,590535,"/$OrphanFiles/OrphanFile-590535 (deleted)"
Mon May 14 2018 11:03:18,0,.a.b,r/rrw-------,10017,10017,590540,"/data/com.sec.factory/shared_prefs/5AE1F35403C0-0001-3AF1-F8698B36F2F5keys.meta (deleted)"
Mon May 14 2018 11:03:19,0,.a.b,r/rrw-------,10028,10028,590524,"/data/com.sec.android.app.samsungapps/code_cache/BZN_ADAXTz23GFmEMAuN-PtwrMc (deleted)"
Mon May 14 2018 11:03:20,0,.a.b,-/rrw-------,1000,1000,326579,"/$OrphanFiles/OrphanFile-326579 (deleted)"
Mon May 14 2018 11:03:21,0,.a.b,-/rrw-------,1000,1000,326581,"/$OrphanFiles/OrphanFile-326581 (deleted)"
Mon May 14 2018 11:03:21,0,.a.b,-/rrw-------,1000,1000,326582,"/$OrphanFiles/OrphanFile-326582 (deleted)"
Mon May 14 2018 11:03:21,0,.a.b,r/rrw-------,10192,10192,787282,"/data/com.android.chrome/app_chrome/Default/NTPSnippets/images/bbb1a4fe69e2b5ee3fb7406d5a67681a.0 (deleted)"
Mon May 14 2018 11:03:21,0,.a.b,r/rrw-------,10192,10192,787883,"/data/com.android.chrome/app_chrome/Default/NTPSnippets/images/bbb1a4fe69e2b5ee3fb7406d5a67681a.1 (deleted)"
Mon May 14 2018 11:03:21,0,.a.b,r/rrw-------,10192,10192,787894,"/data/com.android.chrome/app_chrome/Default/NTPSnippets/images/f79701707e83db3d2a895267b73dcbe5.0 (deleted)"
Mon May 14 2018 11:03:21,0,.a.b,r/rrw-------,10192,10192,787897,"/data/com.android.chrome/app_chrome/Default/NTPSnippets/images/ac69b53a8276fe5e1ea1dba41f021b4b.0 (deleted)"
Mon May 14 2018 11:03:21,0,.a.b,r/rrw-------,10192,10192,787902,"/data/com.android.chrome/app_chrome/Default/NTPSnippets/images/f79701707e83db3d2a895267b73dcbe5.1 (deleted)"
Mon May 14 2018 11:03:21,0,.a.b,r/rrw-------,10192,10192,787903,"/data/com.android.chrome/app_chrome/Default/NTPSnippets/images/ac69b53a8276fe5e1ea1dba41f021b4b.1 (deleted)"
Mon May 14 2018 11:03:21,0,.a.b,r/rrw-------,10192,10192,787935,"/data/com.android.chrome/app_chrome/Default/NTPSnippets/images/894bb2b323d901b57bc03ee2503343cb.0 (deleted)"
Mon May 14 2018 11:03:21,0,.a.b,r/rrw-------,10192,10192,787935,"/data/com.microsoft.office.excel/files/data/roaming/office/pt-br/ac4711620a1bf2346e18460a0d5caf73.1 (deleted)"
Mon May 14 2018 11:03:21,0,.a.b,r/rrw-------,10192,10192,787935,"/data/com.microsoft.office.excel/files/data/roaming/office/pt-br/ac4711620a1bf2346e18460a0d5caf73.1.tmp (deleted)"
Mon May 14 2018 11:03:21,0,.a.b,r/rrw-------,10192,10192,789867,"/data/com.android.chrome/app_chrome/Default/NTPSnippets/images/894bb2b323d901b57bc03ee2503343cb.1 (deleted)"
Mon May 14 2018 11:03:21,0,.a.b,r/rrw-------,10192,10192,790284,"/data/com.android.chrome/app_chrome/Default/NTPSnippets/images/4936dc0926d6bb6a5096ce379933a314.0 (deleted)"
Mon May 14 2018 11:03:21,0,.a.b,r/rrw-------,10192,10192,790370,"/data/com.android.chrome/app_chrome/Default/NTPSnippets/images/4936dc0926d6bb6a5096ce379933a314.1 (deleted)"
Mon May 14 2018 11:03:22,0,.a.b,-/rrw-------,10192,10192,790421,"/$OrphanFiles/OrphanFile-790421 (deleted)"
Mon May 14 2018 11:03:22,0,.a.b,r/rrw-------,10192,10192,790460,"/data/com.android.chrome/app_chrome/Default/NTPSnippets/images/d5519d4fa7dd0362a2e30dd0cb557814.1 (deleted)"
Mon May 14 2018 11:03:22,0,.a.b,r/rrw-------,10192,10192,790470,"/app/com.samsung.android.app.watchmanager-1/oat/fb601aff21836a27_0 (deleted)"
Mon May 14 2018 11:03:22,0,.a.b,r/rrw-------,10192,10192,790470,"/app/com.samsung.android.app.watchmanager-1/oat/todelete_fb601aff21836a27_0_1 (deleted)"
Mon May 14 2018 11:03:22,0,.a.b,r/rrw-------,10192,10192,790472,"/data/com.android.chrome/app_chrome/Default/NTPSnippets/images/35ea4bc43c5305b99a1666bd0f38b84a.1 (deleted)"
Mon May 14 2018 11:03:22,0,.a.b,r/rrw-------,10192,10192,790475,"/app/com.google.android.apps.docs-1/oat/arm64/09514c889ee1704ffe59e2abf89272ff.0 (deleted)"
Mon May 14 2018 11:03:22,0,.a.b,r/rrw-------,10192,10192,790476,"/data/com.android.chrome/app_chrome/Default/NTPSnippets/images/09514c889ee1704ffe59e2abf89272ff.1 (deleted)"
Mon May 14 2018 11:03:22,0,.a.b,r/rrw-------,10192,10192,790477,"/app/com.google.android.apps.docs-1/oat/arm64/7226d46dce7114fd0c91905907ff69e7.0 (deleted)"
Mon May 14 2018 11:03:22,0,.a.b,r/rrw-------,10192,10192,790478,"/app/com.google.android.apps.docs-1/oat/arm64/7226d46dce7114fd0c91905907ff69e7.1 (deleted)"
Mon May 14 2018 11:03:22,0,.a.b,r/rrw-------,10192,10192,790479,"/app/com.google.android.apps.docs-1/oat/arm64/3436296cbbfc678e23973b073dd42f7f.0 (deleted)"
Mon May 14 2018 11:03:22,0,.a.b,r/rrw-------,10192,10192,790480,"/app/com.google.android.apps.docs-1/oat/arm64/3436296cbbfc678e23973b073dd42f7f.1 (deleted)"
Mon May 14 2018 11:03:22,0,.a.b,r/rrw-------,10192,10192,790485,"/app/com.google.android.apps.docs-1/oat/arm64/f5efd368cc694275e6da753780d732b6.0 (deleted)"
Mon May 14 2018 11:03:22,0,.a.b,r/rrw-------,10192,10192,790486,"/app/com.google.android.apps.docs-1/oat/arm64/f5efd368cc694275e6da753780d732b6.1 (deleted)"
Mon May 14 2018 11:03:22,0,.a.b,r/rrw-------,10192,10192,790487,"/app/com.google.android.apps.docs-1/oat/arm64/205ea6d2dc9a12c06b07ec494462066e.0 (deleted)"
Mon May 14 2018 11:03:22,0,.a.b,r/rrw-------,10192,10192,790488,"/app/com.google.android.apps.docs-1/oat/arm64/205ea6d2dc9a12c06b07ec494462066e.1 (deleted)"
Mon May 14 2018 11:03:23,0,.a.b,-/rrw-------,1000,1000,326514,"/$OrphanFiles/OrphanFile-326514 (deleted)"
Mon May 14 2018 11:03:23,0,.a.b,-/rrw-------,1000,1000,326585,"/$OrphanFiles/OrphanFile-326585 (deleted)"
Mon May 14 2018 11:03:24,0,.a.b,-/rrw-------,10196,10196,136045,"/$OrphanFiles/OrphanFile-136045 (deleted)"
Mon May 14 2018 11:03:24,0,.a.b,-/rrw-------,1000,1000,326587,"/$OrphanFiles/OrphanFile-326587 (deleted)"
Mon May 14 2018 11:03:25,0,.a.b,-/rrw-rw----,10194,10194,787409,"/$OrphanFiles/OrphanFile-787409 (deleted)"
Mon May 14 2018 11:03:27,0,.a.b,-/rrw-------,10106,10106,654542,"/$OrphanFiles/OrphanFile-654542 (deleted)"
Mon May 14 2018 11:03:27,0,.a.b,r/drwx------,10106,10106,654569,"/app/ch.teleboy.promo-1/3d57b941380be1bd_0 (deleted)"
Mon May 14 2018 11:03:27,0,.a.b,r/drwx------,10106,10106,654569,"/data/com.google.android.videos/cache/com.google.android.gms.analytics.prefs.xml.bak (deleted)"
Mon May 14 2018 11:03:27,0,.a.b,r/rrw-------,10106,10106,654676,"/data/com.samsung.android.asksmanager/code_cache/AppEventsLogger.persistedevents (deleted)"
Mon May 14 2018 11:03:28,0,.a.b,-/rrw-------,1000,1000,326556,"/$OrphanFiles/OrphanFile-326556 (deleted)"
Mon May 14 2018 11:03:28,0,.a.b,-/rrw-------,1000,1000,326594,"/$OrphanFiles/OrphanFile-326594 (deleted)"
Mon May 14 2018 11:03:29,0,ma.b,-/rrw-------,10106,10106,523622,"/$OrphanFiles/OrphanFile-523622 (deleted)"
Mon May 14 2018 11:03:30,0,.a.b,r/rrw-------,1000,1000,326578,"/media/0/Android/data/com.sec.android.app.music/cache/albums/037e2ccf0211f425e6b8697f8f09fb91.data (deleted)"
Mon May 14 2018 11:03:30,0,.a.b,r/rrw-------,1000,1000,326578,"/media/0/Android/data/com.sec.android.app.music/cache/albums/tempFile189161370 (deleted)"
Mon May 14 2018 11:03:30,0,.a.b,-/rrw-------,1000,1000,326596,"/$OrphanFiles/OrphanFile-326596 (deleted)"
Mon May 14 2018 11:03:36,0,.a.b,-/rrw-------,1000,1000,326589,"/$OrphanFiles/OrphanFile-326589 (deleted)"
Mon May 14 2018 11:03:38,0,.a.b,-/rrw-------,1000,1000,326599,"/$OrphanFiles/OrphanFile-326599 (deleted)"
Mon May 14 2018 11:03:38,0,.a.b,-/rrw-------,1000,1000,326600,"/$OrphanFiles/OrphanFile-326600 (deleted)"
Mon May 14 2018 11:03:41,0,.a.b,-/rrw-------,1000,1000,326555,"/$OrphanFiles/OrphanFile-326555 (deleted)"
Mon May 14 2018 11:03:41,0,.a.b,-/rrw-------,1000,1000,326604,"/$OrphanFiles/OrphanFile-326604 (deleted)"
Mon May 14 2018 11:03:41,0,.a.b,r/rrw-rw----,10099,10099,654785,"/data/com.sec.android.app.quicktool/code_cache/flags-account-katrobin2018@gmail.com.xml (deleted)"
Mon May 14 2018 11:03:47,0,.a.b,-/rrw-------,1000,1000,326512,"/$OrphanFiles/OrphanFile-326512 (deleted)"
Mon May 14 2018 11:03:48,0,.a.b,-/rrw-------,10196,10196,135771,"/$OrphanFiles/OrphanFile-135771 (deleted)"
Mon May 14 2018 11:03:48,0,.a.b,-/rrw-------,10196,10196,135772,"/$OrphanFiles/OrphanFile-135772 (deleted)"
Mon May 14 2018 11:03:51,0,.a.b,-/rrw-rw----,10186,10186,590483,"/$OrphanFiles/OrphanFile-590483 (deleted)"
Mon May 14 2018 11:03:52,0,.a.b,-/rrw-------,1000,1000,326583,"/$OrphanFiles/OrphanFile-326583 (deleted)"
Mon May 14 2018 11:03:52,0,.a.b,r/rrw-rw----,10186,10186,590505,"/data/com.sec.factory/shared_prefs/5AE1DC7F0186-0001-28C3-F8698B36F2F5keys.meta (deleted)"
Mon May 14 2018 11:03:53,0,.a.b,-/rrw-------,1000,1000,326614,"/$OrphanFiles/OrphanFile-326614 (deleted)"
Mon May 14 2018 11:03:59,0,.a.b,-/rrw-rw----,10010,10010,787879,"/$OrphanFiles/OrphanFile-787879 (deleted)"
Mon May 14 2018 11:04:00,0,.a.b,-/rrw-------,1000,1000,326535,"/$OrphanFiles/OrphanFile-326535 (deleted)"
Mon May 14 2018 11:04:01,0,.a.b,d/rrw-rw----,10194,10194,785053,"/data/com.samsung.android.scloud.backup/code_cache/com.garzotto.smma-1 (deleted)"
Mon May 14 2018 11:04:01,0,.a.b,-/rrw-rw----,10194,10194,786568,"/$OrphanFiles/OrphanFile-786568 (deleted)"
Mon May 14 2018 11:04:02,0,.a.b,-/rrw-------,1000,1000,326619,"/$OrphanFiles/OrphanFile-326619 (deleted)"
Mon May 14 2018 11:04:02,0,.a.b,r/rrw-r--r--,1000,1000,654579,"/data/com.google.android.videos/code_cache/ae731241abe6e0ca3c10a346db4f2e93.0 (deleted)"
Mon May 14 2018 11:04:02,0,.a..,r/rrw-r--r--,1000,39999,655294,"/data/com.samsung.android.provider.filterprovider/databases/e2e8ef8b790d94009de4c012c88b8397.0 (deleted)"
Mon May 14 2018 11:04:04,0,.a.b,-/rrw-------,1000,1000,326475,"/$OrphanFiles/OrphanFile-326475 (deleted)"
Mon May 14 2018 11:04:04,0,.a.b,r/rrw-rw----,10075,10075,654732,"/data/com.google.android.apps.magazines/cache/play_common_main/e85cf1bdccb9f756_0 (deleted)"
Mon May 14 2018 11:04:04,0,.a.b,r/rrw-rw----,10075,10075,654732,"/data/com.samsung.android.app.simplesharing/cache/thumbnails/temporary_sharedpreferences_main.xml (deleted)"
Mon May 14 2018 11:04:04,0,.a.b,r/rrw-rw----,10075,10075,654732,"/data/com.samsung.knox.rcp.components/shared_prefs/0388bd9b3b125c3e_0 (deleted)"
Mon May 14 2018 11:04:05,0,.a.b,-/drwxr-xr-x,1000,1000,654800,"/$OrphanFiles/OrphanFile-654800 (deleted)"
Mon May 14 2018 11:04:05,0,...b,r/rrwxr-xr-x,1000,1000,654870,"/data/com.enhance.gameservice/code_cache/fetch_suggestions.db (deleted)"
Mon May 14 2018 11:04:05,0,...b,r/rrwxr-xr-x,1000,1000,654906,"/data/com.samsung.android.app.appsedge/code_cache/ec76fba4ccd6c4a8_0 (deleted)"
Mon May 14 2018 11:04:05,0,...b,r/rrwxr-xr-x,1000,1000,655036,"/data/com.facebook.appmanager/app_logcat_flash_logs/4e0ae870bd021e2f7c61a852ba40daaa.1 (deleted)"
Mon May 14 2018 11:04:05,0,...b,r/rrwxr-xr-x,1000,1000,655036,"/data/com.sec.android.widgetapp.easymodecontactswidget/code_cache/crashlytics-userlog-59F253590342-0001-1E04-BAC95097F440.temp (deleted)"
Mon May 14 2018 11:04:05,0,...b,r/rrwxr-xr-x,1000,1000,655036,"/data/tv.peel.app/files/.Fabric/com.crashlytics.sdk.android.crashlytics-core/log-files/com.google.android.gms.analytics.prefs.xml.bak (deleted)"
Mon May 14 2018 11:04:05,0,...b,r/rrwxr-xr-x,1000,1000,655047,"/data/com.samsung.android.themestore/cache/volley/android_ticl_service_state.bin (deleted)"
Mon May 14 2018 11:04:05,0,...b,r/rrwxr-xr-x,1000,1000,655047,"/data/flipboard.boxer.app/shared_prefs/bc30bbb0a0531fb3b29b505f595c07945862d392dbe030ebf30d77a1c33107fb.0 (deleted)"
Mon May 14 2018 11:04:05,0,...b,-/rrwxr-xr-x,1000,1000,655119,"/$OrphanFiles/OrphanFile-655119 (deleted)"
Mon May 14 2018 11:04:05,0,...b,-/rrwxr-xr-x,1000,1000,655121,"/$OrphanFiles/OrphanFile-655121 (deleted)"
Mon May 14 2018 11:04:05,0,...b,r/rrwxr-xr-x,1000,1000,655238,"/data/com.samsung.android.provider.filterprovider/databases/88fdf66f1e6c853f069e6a6bf4c83f51.0 (deleted)"
Mon May 14 2018 11:04:05,0,...b,r/rrwxr-xr-x,1000,1000,655250,"/data/com.samsung.android.provider.filterprovider/databases/6a0c89a0b42309ff477684c26cf13c14.1 (deleted)"
Mon May 14 2018 11:04:10,0,.a.b,-/rrw-------,1000,1000,326627,"/$OrphanFiles/OrphanFile-326627 (deleted)"
Mon May 14 2018 11:04:12,0,.a.b,-/rrw-------,1000,1000,326617,"/$OrphanFiles/OrphanFile-326617 (deleted)"
Mon May 14 2018 11:04:13,0,.a.b,r/drwxrwx--x,1000,1012,655293,"/data/com.samsung.android.provider.filterprovider/databases/74e7ae300d9876dbd1fdf9d9e1d20051.1 (deleted)"
Mon May 14 2018 11:04:13,0,...b,r/rrw-r--r--,1000,39999,655294,"/data/com.samsung.android.provider.filterprovider/databases/e2e8ef8b790d94009de4c012c88b8397.0 (deleted)"
Mon May 14 2018 11:04:16,0,.a.b,-/rrw-------,1000,1000,326597,"/$OrphanFiles/OrphanFile-326597 (deleted)"
Mon May 14 2018 11:04:17,0,.a.b,r/drwxr-xr-x,1000,1000,654620,"/data/com.sec.android.app.sbrowser/shared_prefs/JMQSP3aN1Lk1a3KzCOlRvKg_1.jar (deleted)"
Mon May 14 2018 11:04:17,0,...b,r/rrwxr-xr-x,1000,1000,654714,"/data/com.samsung.knox.rcp.components/shared_prefs/9140055da84df513_0 (deleted)"
Mon May 14 2018 11:04:17,0,...b,r/rrwxr-xr-x,1000,1000,654763,"/data/com.google.android.googlequicksearchbox/cache/g3_grammars/en-US/hands_free_commands/v1526377476723/3ef882c063a7a669d0a5bf7f39d2d53ad2b77ba167e9a9130ef6ef8d011bb1ae.0 (deleted)"
Mon May 14 2018 11:04:17,0,.a.b,r/drwxr-xr-x,1000,1000,655131,"/data/com.google.android.googlequicksearchbox/cache/g3_grammars/en-US/hands_free_commands/v1526377476723/d9f273c9b0b9d714fa4adfbbaecf423b888659ed62c50a5c132be15f8e1ceb44.0 (deleted)"
Mon May 14 2018 11:04:17,0,...b,r/rrwxr-xr-x,1000,1000,655169,"/app/ch.local.android-1/oat/rList-com.samsung.android.app.shealth.home.HomeDashboardTabActivity (deleted)"
Mon May 14 2018 11:04:17,0,...b,-/rrwxr-xr-x,1000,1000,655170,"/$OrphanFiles/OrphanFile-655170 (deleted)"
Mon May 14 2018 11:04:17,0,...b,r/rrwxr-xr-x,1000,1000,655171,"/data/com.google.android.videos/code_cache/4c5023213a8d971eb32cece59f0083e7.0 (deleted)"
Mon May 14 2018 11:04:17,0,...b,d/rrwxr-xr-x,1000,1000,655180,"/data/com.android.providers.downloads/files/tmp_0698e88e-4634-4685-a7d6-a2a0cdd6a37a (deleted)"
Mon May 14 2018 11:04:17,0,...b,r/rrwxr-xr-x,1000,1000,655180,"/data/com.facebook.appmanager/app_traces/appscope_persist_props.xml (deleted)"
Mon May 14 2018 11:04:17,0,...b,r/rrwxr-xr-x,1000,1000,655181,"/app/ch.local.android-1/oat/arm64/m_2017-12-22.txt (deleted)"
Mon May 14 2018 11:04:17,0,...b,-/rrwxr-xr-x,1000,1000,655208,"/$OrphanFiles/OrphanFile-655208 (deleted)"
Mon May 14 2018 11:04:17,0,...b,r/rrwxr-xr-x,1000,1000,655219,"/data/com.microsoft.skydrive/files/breakpad/superblock-265-181-z9-a (deleted)"
